Glucose_exchange_input,Glutamine_exchange_input,G6P_input,FBP_input,G3P_input,PEP_input,lac_exchange_input,gln_input,glu_input,solution_output
0.21,0.003,1.68,0.16,0.44,0.24,6.4,0.56,1.33333333333333,0.0374239002206413
0.21,0.003,1.68,0.16,0.44,0.24,6.4,0.56,1.56,0.0380606583814619
0.21,0.003,1.68,0.16,0.44,0.24,6.4,0.733333333333333,0.88,0.0366373166102116
0.21,0.003,1.68,0.16,0.44,0.24,6.4,0.733333333333333,1.10666666666667,0.0372740747710365
0.21,0.003,1.68,0.16,0.44,0.24,6.4,0.733333333333333,1.33333333333333,0.0379108329318622
0.21,0.003,1.68,0.16,0.44,0.24,6.4,0.733333333333333,1.56,0.0385475910926837
0.21,0.003,1.68,0.16,0.44,0.24,6.4,0.906666666666667,0.88,0.0371242493214327
0.21,0.003,1.68,0.16,0.44,0.24,6.4,0.906666666666667,1.10666666666667,0.037761007482258
0.21,0.003,1.68,0.16,0.44,0.24,6.4,0.906666666666667,1.33333333333333,0.0383977656430796
0.21,0.003,1.68,0.16,0.44,0.24,6.4,0.906666666666667,1.56,0.0390345238039025
